지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),평균풍속(m/s),최대풍속(m/s),합계 일조시간(hr),최심적설(cm)
268,진도군,2018-02,1.9,15.1,-8.3,35.5,3,8.1,160.5,
268,진도군,2018-03,8.4,20.9,-3,126.5,2.2,8.7,148.4,
268,진도군,2018-04,13.5,25.6,.3,171,2.6,8.3,210,
268,진도군,2018-05,17.7,27,6.9,105,2.2,9.4,159.8,
268,진도군,2018-06,21.4,30.3,12.3,202.6,1.9,7.7,206.9,
268,진도군,2018-07,26.8,34.6,19.3,52.6,1.9,6.7,261.5,
268,진도군,2018-08,27.7,35.5,20.9,355.7,2.3,10.5,237.9,
268,진도군,2018-09,21.6,28.9,11.8,185.1,1.8,8.1,159.6,
268,진도군,2018-10,14.9,25.1,4.4,222.7,2.4,12.1,221.8,
268,진도군,2018-11,9.8,18.7,-.3,39,1.8,9.7,194.5,
268,진도군,2018-12,4.5,18.8,-4.7,38.6,3.1,11.1,124.7,
268,진도군,2019-01,3,10.2,-5.3,16.6,3.1,8.9,174,
268,진도군,2019-02,3.8,15.3,-4.2,33,3.1,10.6,140.8,
268,진도군,2019-03,7.8,19,-1.9,43,2.7,9,204.7,
268,진도군,2019-04,12,24.8,-1.1,65.8,2.1,8.9,173.1,
268,진도군,2019-05,17.1,29.4,4.2,178.5,2.1,8.2,272.9,
268,진도군,2019-06,20.4,27.7,10.9,240.5,1.6,7.6,216.5,
268,진도군,2019-07,24.1,31.1,17.7,244.5,2.2,7.4,129.6,
268,진도군,2019-08,25.9,33.3,17.2,145.8,1.7,6.9,208.5,
268,진도군,2019-09,22.3,29.6,11.7,294.1,2,14,147.3,
268,진도군,2019-10,16.8,26,4.8,232,1.7,7.7,194.8,
268,진도군,2019-11,11.4,21.8,-1.8,13.9,2.5,8.8,169.4,
268,진도군,2019-12,5.4,16.2,-4,31.1,2.9,9.6,124.1,
268,진도군,2020-01,5.3,18.2,-4.9,69,3,11.7,102.9,
268,진도군,2020-02,5.4,16.8,-5,27.5,2.7,8.8,142.5,
268,진도군,2020-03,8.3,19.3,-3.1,26.7,3.2,10.1,221.7,
268,진도군,2020-04,10.5,21.1,0,61.5,3,9,262.3,
268,진도군,2020-05,17,24.7,7.6,212.9,2.4,8.1,178.4,
268,진도군,2020-06,21.8,30.7,10.6,324.3,2,10.2,185.5,
268,진도군,2020-07,22.8,30.8,16.6,320.2,2.1,8.9,61.4,
268,진도군,2020-08,27.4,33,20.9,100.3,2.7,9.8,165.1,
268,진도군,2020-09,21.4,31.3,12.7,309.1,1.9,11.5,148.7,
268,진도군,2020-10,15.6,26.2,5.1,24.9,2.5,8.2,200.2,
268,진도군,2020-11,11.4,23.6,1.6,17.3,3,9.5,139.8,
268,진도군,2020-12,3.5,13.8,-6.3,21.8,2.7,12.8,137.6,
268,진도군,2021-01,2.7,16.3,-13.7,43.9,2.7,9.3,131.1,
268,진도군,2021-02,5.6,21.4,-4.4,44.1,3.1,10,152.5,
268,진도군,2021-03,9.6,21.8,-1.1,142.3,2.6,9.2,207,
268,진도군,2021-04,13.7,24.5,2,75.5,2.6,8.8,226.7,
268,진도군,2021-05,17.4,27.7,4.9,144.7,2.3,7.6,216.7,
268,진도군,2021-06,,30.3,12.9,147.8,2,8,220.8,
268,진도군,2021-07,26.2,33.3,18.3,551.9,2,8.6,169.3,
268,진도군,2021-08,25.7,33.2,18.8,188.2,1.6,9.3,165.7,
268,진도군,2021-09,22.7,29.3,14.4,124.7,1.9,7.5,116.2,
268,진도군,2021-10,16.9,28.8,4.1,9.9,2.1,10.5,183.8,
268,진도군,2021-11,10.1,21.3,-1.9,65.8,2.1,8.8,161,
268,진도군,2021-12,4.4,15,-8.6,10.3,2.7,10.1,115.1,
268,진도군,2022-01,1.9,11.4,-7.1,3.7,3,9.2,158.3,
268,진도군,2022-02,2,12.8,-6.2,1.8,3.3,8.2,140.6,
268,진도군,2022-03,8.4,20.9,-3.4,119.3,2.7,9.9,170.9,
268,진도군,2022-04,13.4,24.4,-.8,114.6,2.2,7.8,235,
268,진도군,2022-05,16.8,27.5,3.7,.3,2.1,7.5,284,
268,진도군,2022-06,22,30.4,13.7,83.7,2.6,7.4,147,
268,진도군,2022-07,26.1,32.9,19.3,177.3,2,8.7,193.4,
268,진도군,2022-08,26.3,32.4,16.9,84.7,2.3,6.8,130.3,
268,진도군,2022-09,21.9,31.4,11.1,229.4,2.2,13.2,151.7,
268,진도군,2022-10,15.3,28.5,2.6,27.2,2.7,10.1,224.2,
268,진도군,2022-11,11.2,22.6,-.6,39.6,2.4,12.3,174.5,
268,진도군,2022-12,2.3,11.8,-4.9,21.5,2.8,9,128.6,
268,진도군,2023-01,2.2,17.3,-11.5,64.1,2.9,9.4,149,
268,진도군,2023-02,3.5,14.4,-6.6,33.3,2.8,8.8,150.2,
268,진도군,2023-03,9,22,-3.2,27.2,2.5,9.1,218.3,
268,진도군,2023-04,12.8,24.3,.8,140,2.4,8.9,190.3,
268,진도군,2023-05,17.4,26.1,5.3,185.1,2.3,9,177.3,
268,진도군,2023-06,21.6,29.9,13.2,133.5,2.2,7.1,187.2,
268,진도군,2023-07,25.7,32.3,19.9,507.7,2.4,10.1,99.3,
268,진도군,2023-08,26.7,34.7,19.9,165.3,1.8,8.4,246.4,
268,진도군,2023-09,23.5,31.5,15.3,126.3,1.6,8,184.9,
268,진도군,2023-10,16.3,24.7,7.1,5.7,2,10.4,208.1,
268,진도군,2023-11,10.7,25.1,-2.7,80.4,3,11.8,121.1,
268,진도군,2023-12,5.6,20.3,-7.7,72.2,2.5,8.4,85.9,
268,진도군,2024-01,3.5,14.6,-4.8,58.3,2.7,9,126.4,
268,진도군,2024-02,6.2,17.9,-3.2,147,2.6,9.4,91.1,
268,진도군,2024-03,7.8,21.1,-2.6,79.4,2.7,10.6,163.7,
268,진도군,2024-04,14.3,25.5,2.7,106.5,1.8,8,166.9,
268,진도군,2024-05,17.3,27.5,7,140.9,2.3,7.9,266.2,
268,진도군,2024-06,21.6,30.9,12.4,240.2,1.9,7.2,183.8,
268,진도군,2024-07,26.4,32.1,19.3,273.9,2.8,7.7,112,
268,진도군,2024-08,28,34.6,20.5,50.1,1.7,8.4,270.2,
268,진도군,2024-09,25.9,34.7,16.7,342.1,1.6,7.1,207.3,
268,진도군,2024-10,17.7,26.2,8.5,159.4,2,8.9,125.8,
268,진도군,2024-11,12,22.8,1.1,105.4,2.7,11.7,145.9,
268,진도군,2024-12,5,17.6,-4.2,16.1,2.8,8.2,124.8,
271,봉화,2015-01,-2.9,9.9,-16.3,13.6,1.6,7.8,178.5,
271,봉화,2015-02,-1.4,11,-17.1,12.3,1.5,7.9,171.2,
271,봉화,2015-03,3.5,20.8,-11.6,29.6,1.7,8.9,256.1,
271,봉화,2015-04,9.7,26.1,-2.2,66,1.7,6.1,159.8,
271,봉화,2015-05,16.1,31,.3,32,1.7,6.5,273.5,
271,봉화,2015-06,19.5,32.3,5.2,92.9,1.5,5.7,187.2,
271,봉화,2015-07,22.2,33.5,10.7,85.1,1.4,6.9,137.3,
271,봉화,2015-08,22.2,35.5,12.1,99.5,1.3,7.5,164,
271,봉화,2015-09,17,28.7,5.2,17.9,1.5,6.5,172.4,
271,봉화,2015-10,10.9,25.8,-7.1,53.7,1.4,6.3,207.4,
271,봉화,2015-11,7.2,19.2,-6.4,66.6,1.2,6.5,78.6,
271,봉화,2015-12,.1,12.5,-12.8,20,1.4,8.1,146.9,
271,봉화,2016-01,-4.3,11,-18.7,3.5,1.7,7.2,196.1,
271,봉화,2016-02,-1.6,17.7,-17.1,48.8,1.6,8.1,191.5,
271,봉화,2016-03,4.2,18.8,-11.6,38.4,1.5,5.8,195.5,
271,봉화,2016-04,11.3,27.1,-2.3,124.5,1.7,6.7,202.1,
271,봉화,2016-05,16.3,29.5,2.8,56.2,1.8,7.2,269.7,
271,봉화,2016-06,20.7,30.6,5.4,46,1.5,6.2,173,
271,봉화,2016-07,23.2,32.4,15.4,416.5,1.2,5.2,136.6,
271,봉화,2016-08,23.7,35,12,61.8,1.4,6,207.7,
271,봉화,2016-09,19.1,29,6.4,97.9,1.2,6.3,82.6,
271,봉화,2016-10,13,25.9,-.6,74.9,1.2,5.5,142.7,
271,봉화,2016-11,4.5,17.7,-8.9,23.5,1.2,5.4,162.2,
271,봉화,2016-12,0,14.4,-12.4,52.8,1.4,7.6,228.8,
271,봉화,2017-01,-3.2,10.8,-17.9,4.9,1.6,8,179,
271,봉화,2017-02,-.9,13.5,-13.1,23.5,1.8,9.7,208,
271,봉화,2017-03,3.7,18.9,-8.1,21.6,1.5,6.5,202.2,
271,봉화,2017-04,11.4,28.7,-2.2,90.5,1.7,8.5,218.9,
271,봉화,2017-05,17,32,2.8,18.3,1.6,7.4,249.6,
271,봉화,2017-06,19.7,33.6,6,37.1,1.5,5.7,228.4,
271,봉화,2017-07,24.3,33.8,12.4,255.3,1.2,4.8,122.8,
271,봉화,2017-08,22.8,34.6,11.2,201.5,1.1,4.9,123.4,
271,봉화,2017-09,17.3,28.6,3.2,65.5,1.2,5,193.9,
271,봉화,2017-10,12.5,26.9,-5.1,57,1.3,6.3,134.2,
271,봉화,2017-11,3.1,18.9,-9.4,7,1.4,6.3,187.5,
271,봉화,2017-12,-3.9,9.6,-17.2,13.1,1.7,7.9,190.1,
271,봉화,2018-01,-5.2,9.6,-21.7,7.5,1.7,7.9,192.9,
271,봉화,2018-02,-3.6,11.9,-20.9,15,1.6,7.2,199.5,
271,봉화,2018-03,5.7,22.4,-8.9,75.2,1.8,7.7,212.7,
271,봉화,2018-04,11.4,30.3,-1.9,165,1.8,6.4,225.1,
271,봉화,2018-05,15.9,30.1,2.2,140.2,1.6,7.8,194.9,
271,봉화,2018-06,20.3,33.2,7.5,69.9,1.5,6.2,190.6,
271,봉화,2018-07,25,36.6,10.7,228.7,1.4,6.9,225.3,
271,봉화,2018-08,24.7,37.8,13.8,319.4,1.3,6.2,159,
271,봉화,2018-09,17.4,27.5,4.6,111.7,1.2,5.6,130.4,
271,봉화,2018-10,9.7,23,-2.4,88.5,1.4,11.3,179,
271,봉화,2018-11,4.5,18.7,-8.2,45.6,1.1,5.9,156.2,
271,봉화,2018-12,-2.1,14.4,-17.1,24,1.4,7.3,188,
271,봉화,2019-01,-3.2,10.3,-15.6,5.5,1.5,7.1,218,
271,봉화,2019-02,.2,14,-11.8,29.5,1.6,7.6,181.7,
271,봉화,2019-03,4.7,20.6,-8,33.7,1.7,7.3,199,
271,봉화,2019-04,9.6,25.4,-6.5,58,1.6,7.3,187.8,
271,봉화,2019-05,16.5,32.1,.3,46.1,1.7,7.4,273.4,
271,봉화,2019-06,19.5,31.5,6.7,156.9,1.4,5.7,203.7,
271,봉화,2019-07,22.9,32.8,12.4,197.1,1.3,5.3,117.4,
271,봉화,2019-08,23.7,34.5,12.4,117,1.3,5.6,190.2,
271,봉화,2019-09,19.6,30.5,8.2,180.2,1.3,9,123,
271,봉화,2019-10,13,26.7,-1.8,121.7,1.4,7.4,143.5,
271,봉화,2019-11,5.3,21.4,-7.6,46.6,1.3,7.1,146.6,
271,봉화,2019-12,.2,11.6,-10.3,13.5,1.3,6.3,175.8,
271,봉화,2020-01,.9,13,-9.4,60.7,1.4,6.7,154.2,
271,봉화,2020-02,1.8,16.4,-12.6,51.8,1.5,7.1,182.6,
271,봉화,2020-03,6.2,20.5,-6.9,17.1,1.5,7.1,212.9,
271,봉화,2020-04,8.7,24.7,-3.8,30.1,1.9,7.7,244.3,
271,봉화,2020-05,15.8,28.4,3.1,114.8,1.5,5.8,203.6,
271,봉화,2020-06,20.8,32.8,9.7,115.3,1.3,5.2,209.8,
271,봉화,2020-07,20.6,28.8,13.5,272.5,1,4.9,100.4,
271,봉화,2020-08,23.9,31.7,17.2,434.9,.9,4.9,109.7,
271,봉화,2020-09,17.6,26.6,6.2,153.5,1.3,8.4,109.6,
271,봉화,2020-10,10.8,21.6,-1.9,1.4,1.2,6.7,171.5,
271,봉화,2020-11,6,19.9,-5.7,40.4,1.3,9.6,184.2,
271,봉화,2020-12,-3.4,9,-17.7,4.8,1.3,6.9,193.6,
271,봉화,2021-01,-4.5,10.2,-19.2,12.3,1.5,8,179.6,
271,봉화,2021-02,.3,19.5,-13.1,11.6,1.6,7.2,190,
271,봉화,2021-03,5.9,19.8,-4.9,97.6,1.4,7.4,182.8,
271,봉화,2021-04,9.7,25.1,-2.9,92.3,1.6,6.6,206.5,
271,봉화,2021-05,13,26.1,.4,191.6,1.3,7.8,182.7,
271,봉화,2021-06,18.1,27.4,6.9,70.7,1.1,5.4,166.4,
271,봉화,2021-07,22.2,31.2,14.3,176.9,1.1,4.8,205.4,
271,봉화,2021-08,20.7,30.9,14,228.2,1,4.8,104.7,
271,봉화,2021-09,17.3,26.1,9.2,159.6,1.2,4.9,129.9,
271,봉화,2021-10,11.3,25.5,-2.1,41.6,1,9.6,145.6,
271,봉화,2021-11,5.6,18.5,-5.6,43.9,1.3,7.2,169.3,
271,봉화,2021-12,.2,12.8,-12.9,2.8,1.6,7.6,201.7,
271,봉화,2022-01,-2.5,9.8,-14.3,1,1.2,6.5,208.3,
271,봉화,2022-02,-2,11.9,-13.5,2.5,1.7,7.4,207,
271,봉화,2022-03,5.8,17.9,-7.4,98.3,1.3,6,180.6,
271,봉화,2022-04,11.8,27.3,-2.3,32,1.6,5.8,242.1,
271,봉화,2022-05,16,29.9,1.3,5.7,1.5,6.7,281,
271,봉화,2022-06,20.6,33.4,7.6,138.5,1.4,6,164.5,
271,봉화,2022-07,23.9,32.7,17.6,157.5,1,4.6,144.8,
271,봉화,2022-08,22.7,31.6,10.3,370.4,.9,4.7,105.1,
271,봉화,2022-09,18.4,29.7,6.7,34.3,1.2,12.1,148.5,
271,봉화,2022-10,11.3,26.3,-1.2,83.2,1.1,7,146.2,
271,봉화,2022-11,6.8,20.1,-6.1,78.7,1,6.8,178.2,
271,봉화,2022-12,-3.6,9.9,-16,12.2,1.3,7.2,183.4,
271,봉화,2023-01,-2.4,13.3,-15.5,24.2,1.3,7.7,199.5,
271,봉화,2023-02,1.2,14,-9.6,6.7,1.2,6.6,170.3,
271,봉화,2023-03,7.4,22.4,-4.1,31.1,1.3,6.6,234.1,
271,봉화,2023-04,10.9,24.2,-1.4,59.9,1.5,7,188.9,
271,봉화,2023-05,15.8,29.4,.9,145,1.3,6.2,218.9,
271,봉화,2023-06,20.4,31.9,9.5,301.6,1.2,6.9,211.3,
271,봉화,2023-07,23.5,32.2,17.8,551.9,.9,8,141.5,
271,봉화,2023-08,24.4,33.1,17.9,361.6,1,8.3,174.6,
271,봉화,2023-09,20.3,28.6,11.9,187.3,.9,5.8,149.5,
271,봉화,2023-10,11.4,22,-.1,24.3,1,6.2,164.6,
271,봉화,2023-11,5.6,23.5,-7.3,34.5,1.4,6.3,183.9,
271,봉화,2023-12,.2,16,-13.6,100.6,1.3,7,168.4,
271,봉화,2024-01,-.5,12.9,-12.4,12,1.3,6.9,178.5,
271,봉화,2024-02,2.5,15.5,-6.7,53.7,1.2,5,98.2,
271,봉화,2024-03,5.2,18.7,-9,46.5,1.5,6.8,195.6,
271,봉화,2024-04,13.4,27.4,-.4,45.3,1.3,5.4,190.4,
271,봉화,2024-05,15.7,29,2.5,109,1.4,6.4,262.2,
271,봉화,2024-06,20.8,33.2,6.3,124.3,1.1,6.1,237.1,
271,봉화,2024-07,24.9,32.4,19.4,437.7,1.1,5.6,133.6,
271,봉화,2024-08,25.7,33.4,17.5,87.9,1,4.5,203,
271,봉화,2024-09,22.6,33.5,9.6,186,1.1,4.3,139.7,
271,봉화,2024-10,14.4,23.1,4.4,105.7,1,5,130.1,
271,봉화,2024-11,8.2,20.3,-2.6,30.6,1,5.3,149.1,
271,봉화,2024-12,.8,14.7,-9.5,3,1.6,7.2,213.1,
272,영주,2015-01,-.9,9.7,-13.7,11,3.5,10.2,179.1,
272,영주,2015-02,.9,11.2,-12.4,28.1,3.6,11.6,181.5,
272,영주,2015-03,6.2,22.9,-8.8,39.3,3.4,12.1,260.1,
272,영주,2015-04,12.3,27.1,.9,83.7,2.5,12.5,168.3,
272,영주,2015-05,18.9,32.6,3.9,62,2.7,9.5,296,
272,영주,2015-06,21.9,33.6,7.4,111.6,1.9,8.1,205.3,
272,영주,2015-07,24,35.2,13.9,157,1.7,6.7,158.7,
272,영주,2015-08,24.4,37.1,14.2,43.2,1.6,6.6,186.9,
272,영주,2015-09,19.1,30.4,8.9,45.2,1.7,6.1,200.8,
272,영주,2015-10,13.6,26.9,-3.8,61,2.4,9.2,229,
272,영주,2015-11,8.5,20.5,-4.4,107,2,9.2,73.8,
272,영주,2015-12,1.2,11.9,-11.1,22.1,2.8,11.4,138.5,
272,영주,2016-01,-2.7,11.4,-16.9,4,4.1,12.7,194.9,
272,영주,2016-02,.3,14.8,-14.2,49.9,3.7,9.8,189.5,
272,영주,2016-03,6.3,20.3,-7.9,36.9,2.8,10,202.5,
272,영주,2016-04,13.2,28.2,.9,172,2.5,10.5,210.2,
272,영주,2016-05,18,30.8,6.2,91.1,2.6,11.4,286.3,
272,영주,2016-06,22,31.7,8.6,62,1.9,8,199.8,
272,영주,2016-07,24.2,33.9,16.9,486.3,1.5,6.9,134.2,
272,영주,2016-08,25.5,35.5,11.3,62,1.8,8.2,236.5,
272,영주,2016-09,19.9,30.7,8.2,111.9,1.3,5,94.7,
272,영주,2016-10,13.9,26.6,.7,93,1.7,7.6,129.3,
272,영주,2016-11,5.8,19.8,-7.3,18.9,2.5,8.4,149.5,
272,영주,2016-12,1.1,13.1,-10.9,75.3,3,9.6,152.8,
272,영주,2017-01,-1.7,12,-15.1,3.2,3.8,11.1,191.7,
272,영주,2017-02,.1,13.9,-10.3,29.2,3.9,10.4,222.2,
272,영주,2017-03,5.3,19.8,-5.8,26,2.9,9.9,227.4,
272,영주,2017-04,13.3,29.3,-.6,99.5,2.9,10.2,237.9,
272,영주,2017-05,18.3,31.6,4.6,10.8,2.9,9.4,276.4,
272,영주,2017-06,21.2,34.6,8.3,53.8,2.1,9.5,258.4,
272,영주,2017-07,24.9,33.5,15.5,337.7,1.5,8.9,133.3,
272,영주,2017-08,23.8,36.4,11.4,320.5,1.5,6.5,162.4,
272,영주,2017-09,18.4,29.1,5.8,77.3,1.8,7.4,228.3,
272,영주,2017-10,13.7,27.2,-3.1,73.6,1.8,9.1,180.1,
272,영주,2017-11,4.6,20,-7.2,8.1,3.2,10.5,201.2,
272,영주,2017-12,-2.5,9.5,-15.4,15.6,3.9,10.9,202.5,
272,영주,2018-01,-3.9,8.4,-19,11.5,4.1,10.8,194.3,
272,영주,2018-02,-1.6,12.2,-16.9,17.5,3.8,9.4,214.4,
272,영주,2018-03,7.3,23.2,-6.9,110,2.6,8.9,214.3,
272,영주,2018-04,12.8,30.9,.4,175.1,2.8,7.2,235.6,
272,영주,2018-05,17.1,29.7,3.1,162.6,2.1,6.6,232.1,
272,영주,2018-06,21.9,33.6,10.4,78.8,1.9,5.7,222.9,
272,영주,2018-07,26,37.5,13.1,234.2,1.7,5.9,257.3,
272,영주,2018-08,25.3,38,15.3,411.5,1.4,4.7,199.4,
272,영주,2018-09,18.2,27.5,6,166.5,1.6,8.1,160.2,
272,영주,2018-10,11,24.2,0,129.8,2.3,9.2,220.6,
272,영주,2018-11,5.8,18.9,-5.6,68,2,8,170.4,
272,영주,2018-12,-1,14.3,-15.9,26,3.3,10,192.1,
272,영주,2019-01,-1.5,8.8,-13.5,.1,3.7,10.5,214,
272,영주,2019-02,1.1,13.1,-9,29.1,3.2,11.6,194.7,
272,영주,2019-03,6,20.8,-4.4,48.7,3.2,10.1,218,
272,영주,2019-04,11.1,26.5,-2.2,64.3,2.6,10.3,215.5,
272,영주,2019-05,18.1,32.5,2.1,58,2.6,8.7,298.5,
272,영주,2019-06,20.9,32.8,9.7,87.7,1.7,7.2,235.9,
272,영주,2019-07,23.6,32.9,14,208.9,1.4,7,153.5,
272,영주,2019-08,24.5,36.2,14.5,93.3,1.7,6.9,202.8,
272,영주,2019-09,20.1,30.7,7.8,168.8,1.4,6.7,143.3,
272,영주,2019-10,13.9,27,.3,147.6,2,8.3,183.5,
272,영주,2019-11,6.5,20.9,-6,72.4,2.4,10,174.2,
272,영주,2019-12,.5,11.8,-10.1,17.5,3,12.1,162.1,
272,영주,2020-01,1.4,12.7,-8.4,67.6,2.7,10.5,151.1,
272,영주,2020-02,2.1,15.8,-13.3,62.1,3,11,183.2,
272,영주,2020-03,7.2,22.7,-6.9,16.1,3,11.6,229,
272,영주,2020-04,10.3,25.3,-3.5,26.2,3.3,11.3,250.5,
272,영주,2020-05,17.1,30,5.6,147.2,2.2,9.5,221.7,
272,영주,2020-06,22.5,33.5,11.7,142.3,1.8,8.2,223.3,
272,영주,2020-07,21.7,30.4,13.5,445.9,1.2,7.9,109.5,
272,영주,2020-08,25,33,19.5,437.1,1.2,6.6,114.5,
272,영주,2020-09,18.7,27.4,7.8,108.3,1.6,10.9,130.9,
272,영주,2020-10,12.1,23.8,.1,1.2,2.1,8.8,222.4,
272,영주,2020-11,6.9,19.9,-4.4,40.1,2.8,12.4,183.7,
272,영주,2020-12,-1.2,9.9,-14.3,5.8,3.5,10,191.6,
272,영주,2021-01,-3,11.7,-17,11.4,3.3,11.9,180.7,
272,영주,2021-02,1.9,21.6,-10.8,8.2,3.7,11.9,204.8,
272,영주,2021-03,8,21.7,-3.1,144.2,2.4,9.8,200,
272,영주,2021-04,12.3,27.3,-.5,118.8,2.6,10.4,214.2,
272,영주,2021-05,15.5,28.4,3.2,153.3,2.3,10.5,197.8,
272,영주,2021-06,20.9,30.5,9.4,74.2,1.4,7.2,192.1,
272,영주,2021-07,25,34.1,18,272.6,1.3,6.1,209.5,
272,영주,2021-08,23.2,34.4,15.8,270.3,1.1,6,109.6,
272,영주,2021-09,19.4,28.8,11.5,199.9,1.3,6.3,139,
272,영주,2021-10,13.3,27.6,-1.6,43.5,1.5,9.6,180.7,
272,영주,2021-11,6.6,19.9,-6.2,47.7,2.7,12,180.8,
272,영주,2021-12,.4,13.3,-14.7,2.4,3.7,12.3,197.2,
272,영주,2022-01,-2.1,10,-14.4,1.1,3.4,10.7,209.7,
272,영주,2022-02,-1.3,12.9,-13.5,2.7,4.3,11.1,222.6,
272,영주,2022-03,6.7,18.4,-6.7,124.3,2.6,12.9,180.7,
272,영주,2022-04,13.4,28.6,-1.2,51.3,2.5,10.5,246.3,
272,영주,2022-05,17.7,31.4,1.7,3.8,2.7,10.4,297.9,
272,영주,2022-06,21.7,34.7,9.1,134.7,1.8,8.2,183.6,
272,영주,2022-07,25.1,34.1,18.5,201.7,1.5,7.7,161.3,
272,영주,2022-08,23.8,33.6,11.8,362.3,1.3,6.7,119.3,
272,영주,2022-09,19.2,30.8,8.3,76.1,1.6,12.8,162.7,
272,영주,2022-10,12.4,26.8,-1.3,58.3,1.9,9.6,182.5,
272,영주,2022-11,7.8,20,-6,55.8,2.2,9.8,188.8,
272,영주,2022-12,-3,9.9,-16.3,11.7,3.7,13.8,175.6,
272,영주,2023-01,-2.1,12.1,-17.7,30,3.2,12.7,196.3,
272,영주,2023-02,1.7,14.3,-9.3,9,2.7,10.8,184.2,
272,영주,2023-03,8.7,23.9,-4.8,31.8,2.4,11.4,242,
272,영주,2023-04,11.9,25.3,-.1,93.5,2.6,11.3,190.2,
272,영주,2023-05,17.1,31.8,2,160.2,1.7,8.6,219.3,
272,영주,2023-06,21.6,32.2,12.6,483.2,1.8,7.7,216.7,
272,영주,2023-07,24.5,33.6,17.9,616.7,1.2,8.8,137.2,
272,영주,2023-08,25.3,34.8,18.1,318.2,1.3,7.3,165.9,
272,영주,2023-09,21.2,30.9,11.6,270.9,1.3,6,157.8,
272,영주,2023-10,12.5,22.6,1.2,30.2,1.8,8.6,216.1,
272,영주,2023-11,6,24.1,-6.3,67.9,3.1,11,188.6,
272,영주,2023-12,.2,16.4,-14.2,104.5,2.9,12.3,157.4,
272,영주,2024-01,-.7,11.9,-12.7,18.6,3.3,11,175.3,
272,영주,2024-02,2.6,15.3,-5.7,91.8,1.7,9.8,106.6,
272,영주,2024-03,6.2,20.2,-9.7,53.9,3,10.9,207.1,
272,영주,2024-04,14.7,28.1,2,55.8,1.8,8.7,200.1,
272,영주,2024-05,17.1,29.2,4.1,129,2.3,13.1,279.8,
272,영주,2024-06,22.4,33.7,9.4,130.3,1.8,8.8,270,
272,영주,2024-07,25.3,33,19.4,403,1.6,8.6,124.2,
272,영주,2024-08,26.5,35.2,18.3,66.8,1.3,6.4,243.9,
272,영주,2024-09,23,33.9,10.5,277,1.1,5.5,160.1,
272,영주,2024-10,14.4,23.1,3.5,138,1.3,7.9,143.3,
272,영주,2024-11,8.3,22.4,-2.9,32.4,2.3,10.1,158,
272,영주,2024-12,.6,15.3,-9.2,2.6,4.2,10.6,203.1,
273,문경,2015-01,-.7,10.6,-9.9,8.7,2.1,7.5,170.9,
273,문경,2015-02,1.3,11.1,-11.9,34.1,2.4,7.2,172.1,
273,문경,2015-03,6.6,23.4,-7.8,48.1,2.4,7.6,263.5,
273,문경,2015-04,12,27.9,1.4,83.2,1.9,7.7,163.5,
273,문경,2015-05,18.8,31.5,4.4,44,2,7.4,285.4,
273,문경,2015-06,21.8,32.5,8.2,92.1,1.7,6.3,191.3,
273,문경,2015-07,23.6,34.5,13.2,108,1.3,6.1,147.8,
273,문경,2015-08,23.9,36.1,16,78.7,1.3,6.9,177,
273,문경,2015-09,18.9,29.2,9.2,37,1.4,5.8,200.8,
273,문경,2015-10,13.4,26.7,-2.3,63.9,1.8,7.9,233.7,
273,문경,2015-11,8.4,20.5,-4.4,129.2,1.5,7.1,64.7,
273,문경,2015-12,1.4,11,-8.7,38.3,1.9,7,133.4,
273,문경,2016-01,-2.1,11.9,-16.2,7.4,2.4,8.9,177.2,
273,문경,2016-02,.3,13,-10.2,42.6,2.4,7.8,190.7,
273,문경,2016-03,6.5,21.4,-10,42.1,1.9,6.6,198.8,
273,문경,2016-04,13.3,27,2.1,168,2.1,9.5,202.2,
273,문경,2016-05,18,30,6.3,73,2,8.9,272.9,
273,문경,2016-06,22,31.3,9.3,49.5,1.6,6.4,183,
273,문경,2016-07,24.1,34.3,17.4,407.6,1.3,6.5,136.1,
273,문경,2016-08,25.3,36.3,12.3,51.7,1.6,6.5,240.3,
273,문경,2016-09,19.4,29.9,8.4,140.1,1.2,5.2,103.3,
273,문경,2016-10,13.5,28.1,.9,122.2,1.4,6,122.6,
273,문경,2016-11,5.5,18.6,-6.2,26,1.7,6.1,155.4,
273,문경,2016-12,1.8,14.5,-8.7,63.6,2,7.5,146,
273,문경,2017-01,-.7,12.6,-10.7,6.4,2.5,8.5,194.9,
273,문경,2017-02,.9,14.2,-8.1,44.1,2.7,7.9,215.5,
273,문경,2017-03,6.4,20.2,-4.2,24.3,2.3,6.8,228,
273,문경,2017-04,14.1,29.4,2.4,80.6,2.3,7.8,240.7,
273,문경,2017-05,19,32.8,6.2,25,2.2,7,273.8,
273,문경,2017-06,22.1,35.1,9.4,62.7,1.8,6.6,243.2,
273,문경,2017-07,25.3,34.1,16.7,678.7,1.1,5.9,121.4,
273,문경,2017-08,24.1,36,13.6,211.6,1.3,5.5,150.7,
273,문경,2017-09,19.3,28.9,6.5,89,1.4,6.5,214.6,
273,문경,2017-10,14.3,28.6,-1.2,48.6,1.5,7.9,169.3,
273,문경,2017-11,5.6,20.3,-6.2,3.6,2.2,6.9,196.9,
273,문경,2017-12,-1.4,10.2,-13.1,18.2,2.5,7.4,176.8,
273,문경,2018-01,-3.1,10.3,-16.7,22,2.5,7.1,183.1,
